Code,Description,Airport Name,Latitude,Longitude
10325,"Denver, CO: Centennial",Centennial,39.57,-104.84916667
10326,"Apolo, Bolivia: Apolo Airport",Apolo Airport,-14.73888889,-68.41138889
10327,"Napa, CA: Napa County",Napa County,38.21305556,-122.28055556
10328,"San Juan Aposento, Peru: San Juan Aposento Airport",San Juan Aposento Airport,-15.35,-75.16666667
10329,"Naples, FL: Naples Municipal",Naples Municipal,26.1525,-81.77555556
10330,"Aberdeen, MD: Phillips AAF",Phillips AAF,39.46555556,-76.16833333
10331,"Apataki, French Polynesia: Apataki Airport",Apataki Airport,-15.57527778,-146.41305556
10332,"Nampula, Mozambique: Nampula Airport",Nampula Airport,-15.10555556,39.28166667
10333,"Alpena, MI: Alpena County Regional",Alpena County Regional,45.07805556,-83.56027778
10334,"Apartado, Colombia: Apartado Airport",Apartado Airport,7.03333333,-77.2
10335,"April River, Papua New Guinea: April River Airport",April River Airport,-4.67638889,142.54
10336,"Jasper, TN: Marion County Brown Field",Marion County Brown Field,35.06055556,-85.58527778
10337,"Apple Valley, CA: Apple Valley Airport",Apple Valley Airport,34.57527778,-117.18611111
10338,"Apia, Samoa: Faleolo International",Faleolo International,-13.83,-172.00833333
10339,"Qaisumah, Saudi Arabia: Al Qaisumah International",Al Qaisumah International,28.33611111,46.12694444
10340,"Aqaba, Jordan: King Hussein International",King Hussein International,29.61111111,35.01777778
10342,"Arequipa, Peru: Rodriguez Ballon International",Rodriguez Ballon International,-16.34055556,-71.57083333
10343,"Saqani, Fiji: Saqani Airport",Saqani Airport,-16.75,179.35
10344,"Girdwood, AK: Girdwood Airport",Girdwood Airport,60.96888889,-149.11944444
10345,"Russellville, AR: Russellville Regional",Russellville Regional,35.25916667,-93.0925
10346,"Conway, AR: Dennis F Cantrell Field",Dennis F Cantrell Field,35.08111111,-92.42444444
10347,"New Iberia, LA: Acadiana Regional",Acadiana Regional,30.03777778,-91.88388889
10348,"Ann Arbor, MI: Ann Arbor Municipal",Ann Arbor Municipal,42.22305556,-83.74583333
10349,"Arctic Village, AK: Arctic Village Airport",Arctic Village Airport,68.11472222,-145.57944444
10350,"Alor, Indonesia: Arcadia Municipal",Arcadia Municipal,-8.25,124.75
10351,"Arecibo, PR: Antonio/Nery/Juarbe Pol",Antonio/Nery/Juarbe Pol,18.45083333,-66.67555556
10352,"Walnut Ridge, AR: Walnut Ridge Regional",Walnut Ridge Regional,36.12472222,-90.925
10353,"Arkhangelsk, Russia: Talagi",Talagi,64.60027778,40.73333333
10354,"Arica, Chile: Chacalluta",Chacalluta,-18.34861111,-70.33861111
10355,"Arusha, Tanzania: Arusha Airport",Arusha Airport,-3.36666667,36.62555556
10356,"Armidale, Australia: Armidale Airport",Armidale Airport,-30.52888889,151.61694444
10357,"Stockholm, Sweden: Arlanda",Arlanda,59.65194444,17.91861111
10358,"Aragip, Papua New Guinea: Aragip Airport",Aragip Airport,-9.87333333,149.48305556
10359,"Arauquita, Colombia: El Troncal",El Troncal,,
10360,"Aragarcas, Brazil: Aragarcas Airport",Aragarcas Airport,-15.89944444,-52.24111111
10361,"Watertown, NY: Watertown International",Watertown International,43.99194444,-76.01944444
10362,"Aracatuba, Brazil: Aracatuba Airport",Aracatuba Airport,-21.14138889,-50.42444444
10363,"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field",Lakeland/Noble F. Lee Memorial Field,45.92805556,-89.73083333
10364,"Arad, Romania: Arad International",Arad International,46.17666667,21.26194444
10365,"Asbury Park, NJ: Asbury Park/Monmouth County",Asbury Park/Monmouth County,40.18333333,-74.11666667
10366,"Ararat, Australia: Ararat Airport",Ararat Airport,-37.30944444,142.98861111
10367,"N'zeto, Angola: N'zeto Airport",N'zeto Airport,-7.25888889,12.8625
10368,"Assab, Eritrea: Assab International",Assab International,13.07166667,42.645
10369,"Ashgabat, Turkmenistan: Ashgabat Airport",Ashgabat Airport,37.98694444,58.36111111
10370,"Ascension, Bolivia: Ascension Airport",Ascension Airport,-15.91666667,-63.15
10371,"Andros Town, The Bahamas: Andros Town International",Andros Town International,24.69805556,-77.79555556
10372,"Aspen, CO: Aspen Pitkin County Sardy Field",Aspen Pitkin County Sardy Field,39.22194444,-106.86833333
10373,"Ashburton, New Zealand: Ashburton Airport",Ashburton Airport,-43.90277778,171.79972222
10374,"Nashua, NH: Boire Field",Boire Field,42.7825,-71.51416667
10375,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha: Ascension Aux Af",Ascension Aux Af,-7.96972222,-14.39361111
10376,"Amami O Shima, Japan: Amami",Amami,28.43055556,129.7125
10377,"Yamoussoukro, Cote d'Ivoire: Yamoussoukro Airport",Yamoussoukro Airport,6.90305556,-5.36611111
10378,"Marshall, TX: Harrison County",Harrison County,32.52055556,-94.30777778
10379,"Asmara, Eritrea: Asmara International",Asmara International,15.28777778,38.90805556
10380,"Talladega, AL: Talladega Municipal",Talladega Municipal,33.56944444,-86.05111111
10381,"Asosa, Ethiopia: Asosa Hidase",Asosa Hidase,10.02055556,34.58222222
10382,"Alice Springs, Australia: Alice Springs Airport",Alice Springs Airport,-23.80444444,133.89527778
10383,"Austin, NV: Austin Airport",Austin Airport,39.46805556,-117.1975
10384,"Kayseri, Turkey: Kayseri Airport",Kayseri Airport,38.77027778,35.49555556
10385,"Astoria/Seaside, OR: Astoria Regional",Astoria Regional,46.15805556,-123.87861111
10386,"Asuncion, Paraguay: Silvio Pettirossi International",Silvio Pettirossi International,-25.23972222,-57.51916667
10387,"Aswan, Egypt: Aswan International",Aswan International,23.96444444,32.82
10388,"Ashland, WI: John F Kennedy Memorial",John F Kennedy Memorial,46.54861111,-90.91888889
10389,"Ashley, ND: Ashley Municipal",Ashley Municipal,46.02305556,-99.35277778
10390,"Anta, Peru: Anta Huaraz",Anta Huaraz,-9.34722222,-77.6
10391,"Atbara, Sudan: Atbara Airport",Atbara Airport,17.70972222,34.05722222
10392,"Arthur's Town, The Bahamas: Arthur's Town Airport",Arthur's Town Airport,24.62944444,-75.67388889
10393,"Antlers, OK: Antlers Municipal",Antlers Municipal,34.1925,-95.65
10394,"Athens, Greece: Eleftherios Venizelos International",Eleftherios Venizelos International,37.93666667,23.94444444
10395,"Artigas, Uruguay: Artigas International",Artigas International,-30.40083333,-56.50777778
10396,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial",Atqasuk Edward Burnell Sr. Memorial,70.46722222,-157.43555556
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,33.63666667,-84.42777778
10398,"Altamira, Brazil: Altamira Airport",Altamira Airport,-3.25305556,-52.25388889
10399,"Namatanai, Papua New Guinea: Namatanai Airport",Namatanai Airport,-3.66972222,152.43805556
10400,"Athens, OH: Ohio University",Ohio University,39.21194444,-82.22916667
10401,"Aitape, Papua New Guinea: Aitape Airport",Aitape Airport,-3.1425,142.34666667
10402,"Amritsar, India: Amritsar International",Amritsar International,31.71138889,74.79638889
10403,"Atar, Mauritania: Atar Airport",Atar Airport,20.50666667,-13.04305556
10404,"Artesia, NM: Artesia Municipal",Artesia Municipal,32.85194444,-104.4675
10405,"Atmautluak, AK: Atmautluak Airport",Atmautluak Airport,60.86777778,-162.27416667
10406,"Attu, AK: Casco Cove CGS",Casco Cove CGS,52.8325,173.17555556
10407,"Ati, Chad: Ati Airport",Ati Airport,13.23972222,18.31555556
10408,"Appleton, WI: Appleton International",Appleton International,44.25805556,-88.51916667
10409,"Watertown, SD: Watertown Regional",Watertown Regional,44.91388889,-97.15472222
10410,"Assiut, Egypt: Assiut Airport",Assiut Airport,27.04638889,31.07861111
10411,"Aruba, Aruba: Reina Beatrix International",Reina Beatrix International,12.50138889,-70.01555556
10412,"Arauca, Colombia: Santiago Perez",Santiago Perez,7.06888889,-70.73694444
10413,"Augustus Downs, Australia: Augustus Downs Airport",Augustus Downs Airport,-18.51555556,139.87861111
10414,"Augusta/Waterville, ME: Augusta State",Augusta State,44.32055556,-69.79722222
10415,"Abu Dhabi, United Arab Emirates: Zayed International",Zayed International,,
10416,"Alakanuk, AK: Alakanuk Airport",Alakanuk Airport,62.68305556,-164.72222222
10417,"Austin/Albert Lea, MN: Austin Municipal",Austin Municipal,43.66277778,-92.93305556
10418,"Auburn, CA: Auburn Municipal",Auburn Municipal,38.95472222,-121.08166667
10419,"Auburn, AL: Auburn University Regional",Auburn University Regional,32.615,-85.43388889
10420,"Aguan, Papua New Guinea: Aguan Papua N.G.",Aguan Papua N.G.,-9.91666667,149.33333333
10421,"Atuona, French Polynesia: Hiva Oa/Atuona",Hiva Oa/Atuona,-9.76583333,-139.00972222
10422,"Aurillac, France: Aurillac Airport",Aurillac Airport,44.89111111,2.42194444
10423,"Austin, TX: Austin - Bergstrom International",Austin - Bergstrom International,30.19444444,-97.67
10424,"Wausau, WI: Wausau Downtown",Wausau Downtown,44.92638889,-89.62694444
10425,"Araguaina, Brazil: Araguaina Airport",Araguaina Airport,-7.22777778,-48.24055556
10426,"Aneityum, Vanuatu: Aneityum Airport",Aneityum Airport,-20.24944444,169.77083333
10427,"Aurora, IL: Aurora Municipal",Aurora Municipal,41.77194444,-88.47555556
10428,"Aviano, Italy: Aviano AB",Aviano AB,46.03111111,12.59638889
10430,"Ciego de Avila, Cuba: Maximo Gomez",Maximo Gomez,22.02694444,-78.78972222
10431,"Asheville, NC: Asheville Regional",Asheville Regional,35.43611111,-82.54194444
10432,"Avignon, France: Avignon Caumont",Avignon Caumont,43.90722222,4.90194444
10433,"Avon Park, FL: Avon Park Executive",Avon Park Executive,27.59138889,-81.52888889
10434,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",Wilkes Barre Scranton International,41.33833333,-75.72333333
10435,"Avalon, Australia: Avalon Airport",Avalon Airport,-38.04083333,144.46722222
10436,"Tucson, AZ: Marana Regional",Marana Regional,32.40944444,-111.21833333
10437,"Avalon, CA: Catalina",Catalina,33.405,-118.41583333
10438,"Awasa, Ethiopia: Lake Awasa",Lake Awasa,7.06666667,38.49055556
10439,"Wake Island, TT: Wake Island Airfield",Wake Island Airfield,19.2825,166.63666667
10440,"West Memphis, AR: West Memphis Municipal",West Memphis Municipal,35.135,-90.23444444
10441,"Awar, Papua New Guinea: Awar Airport",Awar Airport,-4.12416667,144.87027778
10442,"Andrews, TX: Andrews County",Andrews County,32.33083333,-102.52972222
10443,"Ahwaz, Iran: Ahwaz Airport",Ahwaz Airport,31.3375,48.76194444
10444,"The Valley, Anguilla: Clayton J Lloyd",Clayton J Lloyd,18.20472222,-63.05388889
10445,"Alexandria Bay, NY: Maxson Airfield",Maxson Airfield,44.31666667,-75.89972222
10446,"Aramac, Australia: Aramac Airport",Aramac Airport,-22.96333333,145.25166667
10447,"Alexandroupolis, Greece: Dimokritos",Dimokritos,40.85583333,25.95611111
10448,"Armenia, Colombia: El Eden",El Eden,4.45083333,-75.76666667
10449,"Alexandria, MN: Alexandria Regional Chandler Field",Alexandria Regional Chandler Field,,
10450,"Spring Point, The Bahamas: Spring Point Airport",Spring Point Airport,22.44194444,-73.97055556
10451,"Altus, OK: Altus/Quartz Mountain Regional",Altus/Quartz Mountain Regional,34.69888889,-99.33833333
10452,"Akita, Japan: Akita Airport",Akita Airport,39.61555556,140.21861111
10453,"Axum, Ethiopia: Axum Atse Yohannes IV",Axum Atse Yohannes IV,14.14694444,38.7725
10454,"Wapakoneta, OH: Neil Armstrong",Neil Armstrong,40.49361111,-84.29805556
10455,"Eagle Nest, NM: Angel Fire",Angel Fire,36.42194444,-105.29
10456,"Anthony Lagoon, Australia: Anthony Lagoon Airport",Anthony Lagoon Airport,-18.01666667,135.55
10457,"Ayacucho, Peru: Coronel FAP Alfredo Mendivil Duarte",Coronel FAP Alfredo Mendivil Duarte,-13.15472222,-74.20444444
10458,"Ayers Rock, Australia: Ayers Rock Connellan",Ayers Rock Connellan,-25.18555556,130.97666667
10459,"Ayr, Australia: Ayr Airport",Ayr Airport,-19.59305556,147.32416667
10460,"Waycross, GA: Waycross-Ware County",Waycross-Ware County,31.24833333,-82.39527778
10461,"Antalya, Turkey: Antalya Airport",Antalya Airport,36.89972222,30.7975
10462,"Ayawasi, Indonesia: Ayawasi Airport",Ayawasi Airport,-1.15972222,132.46416667
10463,"Grand Canyon, AZ: Valle",Valle,35.65055556,-112.14805556
10464,"Williams, AZ: H. A. Clark Memorial Field",H. A. Clark Memorial Field,35.30555556,-112.19444444
10465,"Glendale, AZ: Glendale Regional",Glendale Regional,,
10466,"Phoenix, AZ: Mesa Gateway",Mesa Gateway,,
10467,"Yazd, Iran: Shahid Sadooghi International",Shahid Sadooghi International,31.905,54.27638889
10468,"Apatzingan, Mexico: Pablo L. Sidar",Pablo L. Sidar,19.09361111,-102.39361111
10469,"Kalamazoo, MI: Kalamazoo/Battle Creek International",Kalamazoo/Battle Creek International,42.23444444,-85.55166667
10470,"Samana, Dominican Republic: El Catey International",El Catey International,19.26944444,-69.73694444
10471,"Biddeford, ME: Biddeford Municipal",Biddeford Municipal,43.46416667,-70.4725
10472,"Carrabassett, ME: Sugarloaf Regional",Sugarloaf Regional,45.08527778,-70.21638889
10473,"Bialla, Papua New Guinea: Bialla Airport",Bialla Airport,-5.33055556,151.00805556
10474,"Marysville, CA: Beale AFB",Beale AFB,39.13611111,-121.43666667
10475,"Barranca de Upia, Colombia: Barranca de Upia Airport",Barranca de Upia Airport,4.56916667,-72.96722222
10476,"Shreveport, LA: Barksdale AFB",Barksdale AFB,32.50194444,-93.6625
10477,"Barcelonnette, France: Barcelonnette Airport",Barcelonnette Airport,44.38333333,6.63333333
10478,"Westfield, MA: Westfield Barnes Regional",Westfield Barnes Regional,42.15805556,-72.71583333
10479,"Baguio, Philippines: Baguio Airport",Baguio Airport,16.375,120.61888889
10480,"Manama, Bahrain: Bahrain International",Bahrain International,26.26777778,50.63694444
10481,"Buenos Aires, Costa Rica: Buenos Aires Airport",Buenos Aires Airport,9.16333333,-83.33027778
10482,"Baku, Azerbaijan: Heydar Aliyev International",Heydar Aliyev International,40.47222222,50.04944444
10483,"Batman, Turkey: Batman Airport",Batman Airport,37.92888889,41.11666667
10484,"Battle Mountain, NV: Battle Mountain Airport",Battle Mountain Airport,40.59916667,-116.87444444
10485,"Ban Mak Khaeng, Thailand: Udorn AB",Udorn AB,17.38305556,102.8
10486,"Barranquilla, Colombia: Ernesto Cortissoz",Ernesto Cortissoz,10.88972222,-74.78083333
10487,"Baker Island, AK: Baker AAF",Baker AAF,55.36666667,-133.6
10488,"Barth, East Germany: Barth Airport",Barth Airport,54.33888889,12.71138889
10489,"Bauru, Brazil: Bauru-Arealva",Bauru-Arealva,-22.16111111,-49.07
10490,"Baotou, China: Donghe",Donghe,,
10491,"Barnaul, Russia: Mikhaylovka",Mikhaylovka,53.36333333,83.53972222
10492,"Baia Mare, Romania: Maramures",Maramures,47.65861111,23.46388889
10493,"Balmaceda, Chile: Balmaceda Airport",Balmaceda Airport,-45.91611111,-71.68944444
10494,"Bay City, TX: Bay City Regional",Bay City Regional,28.97333333,-95.86333333
10495,"Burlington, MA: N Eng Heliport",N Eng Heliport,42.50833333,-71.18333333
10497,"Bhubaneswar, India: Biju Patnaik International",Biju Patnaik International,20.25083333,85.81277778
10498,"Berbera, Somalia: Berbera International",Berbera International,10.38444444,44.93611111
10499,"Barbuda, Antigua and Barbuda: Cocoa Point",Cocoa Point,17.55555556,-61.765
10500,"Basse Terre, Guadeloupe: Baillif",Baillif,16.01361111,-61.74305556
10501,"Blackbushe, United Kingdom: Blackbushe Airport",Blackbushe Airport,51.32388889,-0.84777778
10502,"Berberati, Central African Republic: Berberati Airport",Berberati Airport,4.22166667,15.78638889
10503,"Bucharest, Romania: Baneasa Aurel Vlaicu",Baneasa Aurel Vlaicu,44.50333333,26.10277778
10504,"Blue Bell, PA: Wings Field",Wings Field,40.1375,-75.26527778
10505,"Bambari, Central African Republic: Bambari Airport",Bambari Airport,5.84694444,20.64972222
10506,"Zambezi, Zambia: Zambezi Airport",Zambezi Airport,-13.5375,23.10777778
10507,"Baracoa, Cuba: Gustavo Rizo",Gustavo Rizo,20.36527778,-74.50611111
10508,"Blacksburg, VA: Virginia Tech Montgomery Exec",Virginia Tech Montgomery Exec,37.20944444,-80.41222222
10509,"Bear Creek, AK: Bear Creek Airport",Bear Creek Airport,57.6175,-155.86722222
10510,"Bacolod, Philippines: Bacolod Airport",Bacolod Airport,10.77666667,123.01916667
10511,"Bryce Canyon, UT: Bryce Canyon Airport",Bryce Canyon Airport,37.70638889,-112.14583333
10512,"Baucau, Timor-Leste: Baucau Airport",Baucau Airport,-8.48555556,126.39944444
10513,"Barcaldine, Australia: Barcaldine Airport",Barcaldine Airport,-23.56527778,145.30666667
10514,"Crestone, CO: Baca Grande",Baca Grande,37.96666667,-105.76666667
10515,"Barra del Colorado, Costa Rica: Barra del Colorado Airport",Barra del Colorado Airport,10.76861111,-83.58555556
10516,"Bacau, Romania: George Enescu Bacau International",George Enescu Bacau International,46.52194444,26.91027778
10517,"Barcelona, Spain: Barcelona Airport",Barcelona Airport,41.295,2.08777778
10518,"Belle Chasse, LA: Southern Seaplane",Southern Seaplane,29.86611111,-90.02222222
10519,"Boca Raton, FL: Boca Raton Public",Boca Raton Public,26.37083333,-80.10833333
10520,"Bulchi, Ethiopia: Bulchi Airport",Bulchi Airport,6.29222222,36.88722222
10521,"Hamilton, Bermuda: L. F. Wade International",L. F. Wade International,32.36388889,-64.67777778
10522,"Bundaberg, Australia: Bundaberg Airport",Bundaberg Airport,-24.90361111,152.32166667
10523,"Baudette, MN: Baudette International",Baudette International,48.73027778,-94.61111111
10524,"Blanding, UT: Blanding Municipal",Blanding Municipal,37.58333333,-109.48333333
10525,"Bandar Lengeh, Iran: Bandar Lengeh Airport",Bandar Lengeh Airport,26.53222222,54.82472222
10526,"Bird Island, Seychelles: Bird Island Airport",Bird Island Airport,-3.72416667,55.20555556
10527,"Bandjarmasin, Indonesia: Syamsudin Noor",Syamsudin Noor,-3.44222222,114.76277778
10528,"Bondoukou, Cote d'Ivoire: Bondoukou/Soko",Bondoukou/Soko,8.0175,-2.76222222
10529,"Hartford, CT: Bradley International",Bradley International,41.93916667,-72.68444444
10530,"Bandirma, Turkey: Bandirma Airport",Bandirma Airport,40.31805556,27.97777778
10531,"Badin, Pakistan: Talhar",Talhar,24.84194444,68.83833333
10532,"Bandung, Indonesia: Husein Sastranegara",Husein Sastranegara,-6.90055556,107.57611111
10533,"Bhadrapur/Chandragadhi, Nepal: Chandragadhi",Chandragadhi,26.57083333,88.07888889
10534,"Vadodara, India: Vadodara Airport",Vadodara Airport,22.33611111,73.22638889
10535,"Bridgeport, CT: Bridgeport Sikorsky",Bridgeport Sikorsky,41.16361111,-73.12611111
10536,"Brindisi, Italy: Brindisi Airport",Brindisi Airport,40.65833333,17.94694444
10537,"Bardufoss, Norway: Bardufoss Airport",Bardufoss Airport,69.05583333,18.53888889
10538,"Bandon, OR: Bandon State",Bandon State,43.08638889,-124.40777778
10539,"Benbecula, United Kingdom: Benbecula Airport",Benbecula Airport,57.48111111,-7.36305556
10540,"Bedford, MA: Laurence G Hanscom Field",Laurence G Hanscom Field,42.47,-71.28888889
10541,"Bluefields, Nicaragua: Bluefields Airport",Bluefields Airport,11.99083333,-83.77416667
10542,"Belgrade, Serbia: Beograd",Beograd,44.8175,20.30888889
